通用,任务视图,,,,win,,tab,
通用,最大化,,,,win,,up,
通用,最小化,,,,win,,down,
通用,右侧最大化,,,,win,,right,
通用,左侧最大化,,,,win,,left,
通用,最小化其他窗口,,,,win,,home,
通用,窗口垂直拉伸,,,shift,win,,up,
通用,窗口垂直还原,,,shift,win,,down,
通用,应用切换显示器,,,shift,win,,left,
通用,应用切换显示器,,,shift,win,,right,
通用,切换语言键盘布局,,,,win,,space,
通用,切换回输入法,ctrl,,,win,,space,
通用,讲述人,ctrl,,,win,,enter,
通用,放大镜,,,,win,,NUMPAD_PLUS,
通用,输入法复原流程,,,,win,,/,
通用,肩式分接设备,ctrl,,,win,v,,
通用,唤醒,ctrl,,shift,win,b,,
通用,添加虚拟桌面,ctrl,,,win,d,,
通用,右侧虚拟桌面,ctrl,,,win,,right,
通用,左侧虚拟桌面,ctrl,,,win,,left,
通用,关闭虚拟桌面,ctrl,,,win,,f4,
通用,地址栏,,alt,,,d,,
通用,搜索框,ctrl,,,,e,,
通用,搜索框,ctrl,,,,f,,
通用,新窗口,ctrl,,,,n,,
通用,关闭窗口,ctrl,,,,w,,
通用,新建文件夹,ctrl,,shift,,n,,
通用,显示子文件夹,,,,,,numlock,NUMPAD_ASTERISK
通用,显示文件夹内容,,,,,,numlock,NUMPAD_PLUS
通用,折叠文件夹,,,,,,numlock,NUMPAD_minus
通用,显示预览面板,,alt,,,p,,
通用,属性,,alt,,,,enter,
通用,上一级文件夹,,alt,,,,up,
通用,最大化,,,,,,F11,
通用,切换勾选,,,,,,space,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
命令提示符,复制,ctrl,,,,c,,
命令提示符,复制,ctrl,,,,,insert,
命令提示符,粘贴,,,shift,,v,,
命令提示符,粘贴,,,shift,,,insert,
命令提示符,标记模式,ctrl,,,,m,,
命令提示符,块模式选择,,alt,,,,up,
命令提示符,块模式选择,,alt,,,,down,
命令提示符,块模式选择,,alt,,,,left,
命令提示符,块模式选择,,alt,,,,right,
命令提示符,光标移到起始处,ctrl,,,,,home,
命令提示符,光标移到末尾,ctrl,,,,,end,
命令提示符,向上滚动,ctrl,,,,,up,
命令提示符,向下滚动,ctrl,,,,,down,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
通用,,,,,,,,
